LineId,Month,Day,Time,Host,Process,Pid,Content,EventId,EventTemplate,ParameterList
1006,Jun,14,00:58:00,secops-01,sudo,33898,pam_unix(sudo:session): session opened for user ubuntu by operator(uid=1000),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['ubuntu', 'operator', '1000']"
1007,Jun,14,00:58:00,secops-01,sudo,35653,pam_unix(sudo:session): session opened for user root by ec2-user(uid=1001),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['root', 'ec2-user', '1001']"
1008,Jun,14,00:58:07,secops-01,sshd,15491,Received disconnect from 198.51.100.31 port 4466:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['198.51.100.31', '4466']"
1009,Jun,14,00:58:10,secops-01,sshd,27449,Invalid user oracle from 203.0.113.244 port 50335,S05,Invalid user <*> from <*> port <*>,"['oracle', '203.0.113.244', '50335']"
1010,Jun,14,00:58:16,secops-01,sshd,27381,Invalid user www-data from 203.0.113.69 port 10536,S05,Invalid user <*> from <*> port <*>,"['www-data', '203.0.113.69', '10536']"
1011,Jun,14,00:58:16,secops-01,sshd,20344,Failed password for backup from 198.51.100.99 port 45489 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['backup', '198.51.100.99', '45489']"
1012,Jun,14,00:58:20,secops-01,sshd,24148,Failed password for guest from 198.51.100.246 port 56352 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['guest', '198.51.100.246', '56352']"
1013,Jun,14,00:58:26,secops-01,sshd,29142,Accepted publickey for oracle from 198.51.100.67 port 43907 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['oracle', '198.51.100.67', '43907']"
1014,Jun,14,00:58:29,secops-01,sshd,29291,Connection closed by authenticating user postgres 198.51.100.189 port 45056 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['postgres', '198.51.100.189', '45056']"
1015,Jun,14,00:58:29,secops-01,sshd,20265,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.48,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.48']
1016,Jun,14,00:58:29,secops-01,sshd,12226,input_userauth_request: invalid user support [preauth],S12,input_userauth_request: invalid user <*> [preauth],['support']
1017,Jun,14,00:58:33,secops-01,sshd,17189,Disconnected from authenticating user guest 203.0.113.116 port 24060 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['guest', '203.0.113.116', '24060']"
1018,Jun,14,00:58:36,secops-01,sshd,29468,Failed password for invalid user root from 203.0.113.25 port 4751 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['root', '203.0.113.25', '4751']"
1019,Jun,14,00:58:42,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.32 DST=10.0.1.221 PROTO=ICMP TYPE=3 CODE=0,F04,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=ICMP TYPE=<*> CODE=<*>,"['eth0', '198.51.100.32', '10.0.1.221', '3', '0']"
1020,Jun,14,00:58:44,secops-01,sshd,13632,reverse mapping checking getaddrinfo for host73.example-mail.com [198.51.100.49] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host73.example-mail.com', '198.51.100.49']"
1021,Jun,14,00:58:48,secops-01,sshd,24858,Failed password for invalid user test from 198.51.100.21 port 42887 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['test', '198.51.100.21', '42887']"
1022,Jun,14,00:58:52,secops-01,sudo,35298,pam_unix(sudo:session): session closed for user deploy,U02,pam_unix(sudo:session): session closed for user <*>,['deploy']
1023,Jun,14,00:58:57,secops-01,sshd,22733,Failed password for admin from 203.0.113.17 port 26111 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['admin', '203.0.113.17', '26111']"
1024,Jun,14,00:59:00,secops-01,audit,3014,USER_LOGIN pid=2057 uid=1000 auid=1000 user=test exe=/usr/sbin/sshd res=success,A02,USER_LOGIN pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['2057', '1000', '1000', 'test', 'success']"
1025,Jun,14,00:59:06,secops-01,sshd,14714,Received disconnect from 203.0.113.127 port 8130:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.127', '8130']"
1026,Jun,14,00:59:07,secops-01,sshd,18486,Failed password for invalid user postgres from 203.0.113.115 port 47908 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['postgres', '203.0.113.115', '47908']"
1027,Jun,14,00:59:07,secops-01,sshd,24610,Failed password for admin from 203.0.113.66 port 51961 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['admin', '203.0.113.66', '51961']"
1028,Jun,14,00:59:09,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.2 DST=10.0.0.172 PROTO=TCP SPT=26614 DPT=3306,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.2', '10.0.0.172', '26614', '3306']"
1029,Jun,14,00:59:16,secops-01,sshd,26888,Connection reset by 192.0.2.149 port 1266 [preauth],S14,Connection reset by <*> port <*> [preauth],"['192.0.2.149', '1266']"
1030,Jun,14,00:59:19,secops-01,sshd,12297,Connection closed by authenticating user git 198.51.100.201 port 54257 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['git', '198.51.100.201', '54257']"
1031,Jun,14,00:59:24,secops-01,sshd,28587,Failed password for www-data from 198.51.100.125 port 8967 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['www-data', '198.51.100.125', '8967']"
1032,Jun,14,00:59:29,secops-01,sshd,12970,Accepted publickey for oracle from 203.0.113.163 port 63861 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['oracle', '203.0.113.163', '63861']"
1033,Jun,14,00:59:33,secops-01,sshd,25061,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.0.2.22,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['192.0.2.22']
1034,Jun,14,00:59:36,secops-01,sshd,22588,Received disconnect from 203.0.113.12 port 64430:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['203.0.113.12', '64430']"
1035,Jun,14,00:59:43,secops-01,sshd,21772,Failed password for invalid user git from 192.0.2.163 port 46167 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['git', '192.0.2.163', '46167']"
1036,Jun,14,00:59:46,secops-01,sshd,11169,Failed password for postgres from 203.0.113.50 port 10195 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['postgres', '203.0.113.50', '10195']"
1037,Jun,14,00:59:50,secops-01,sshd,27712,Failed password for nagios from 203.0.113.101 port 5152 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['nagios', '203.0.113.101', '5152']"
1038,Jun,14,00:59:55,secops-01,sshd,11213,Connection closed by authenticating user support 198.51.100.249 port 2099 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['support', '198.51.100.249', '2099']"
1039,Jun,14,01:00:02,secops-01,sshd,16936,Failed password for operator from 198.51.100.105 port 8769 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['operator', '198.51.100.105', '8769']"
1040,Jun,14,01:00:09,secops-01,kernel,,[UFW ALLOW] IN=eth0 OUT= SRC=198.51.100.61 DST=10.0.1.11 PROTO=TCP SPT=49223 DPT=443,F03,[UFW ALLOW] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.61', '10.0.1.11', '49223', '443']"
1041,Jun,14,01:00:09,secops-01,sshd,14277,reverse mapping checking getaddrinfo for host80.example-corp.com [203.0.113.181] failed - POSSIBLE BREAK-IN ATTEMPT!,S11,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,"['host80.example-corp.com', '203.0.113.181']"
1042,Jun,14,01:00:16,secops-01,sshd,13188,Failed password for root from 192.0.2.212 port 53039 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '192.0.2.212', '53039']"
1043,Jun,14,01:00:17,secops-01,sshd,13484,Received disconnect from 198.51.100.18 port 54619:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['198.51.100.18', '54619']"
1044,Jun,14,01:00:23,secops-01,sshd,16640,Connection closed by authenticating user operator 198.51.100.18 port 53744 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['operator', '198.51.100.18', '53744']"
1045,Jun,14,01:00:24,secops-01,sshd,20624,Accepted publickey for support from 192.0.2.175 port 27370 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['support', '192.0.2.175', '27370']"
1046,Jun,14,01:00:24,secops-01,audit,4130,USER_AUTH pid=3359 uid=1001 auid=1000 user=deploy exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['3359', '1001', '1000', 'deploy', 'success']"
1047,Jun,14,01:00:25,secops-01,sshd,20993,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1048,Jun,14,01:00:27,secops-01,sshd,22121,Failed password for ubuntu from 198.51.100.45 port 46656 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['ubuntu', '198.51.100.45', '46656']"
1049,Jun,14,01:00:29,secops-01,sshd,22325,Disconnected from authenticating user backup 203.0.113.36 port 7575 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['backup', '203.0.113.36', '7575']"
1050,Jun,14,01:00:33,secops-01,sshd,12920,Failed password for test from 203.0.113.3 port 12782 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '203.0.113.3', '12782']"
1051,Jun,14,01:00:36,secops-01,sshd,14158,Disconnected from authenticating user operator 198.51.100.123 port 46398 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['operator', '198.51.100.123', '46398']"
1052,Jun,14,01:00:36,secops-01,sshd,15719,Failed password for oracle from 203.0.113.107 port 16703 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '203.0.113.107', '16703']"
1053,Jun,14,01:00:37,secops-01,sshd,26380,pam_unix(sshd:auth): check pass; user unknown,S09,pam_unix(sshd:auth): check pass; user unknown,[]
1054,Jun,14,01:00:40,secops-01,sshd,10149,Received disconnect from 198.51.100.91 port 28469:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['198.51.100.91', '28469']"
1055,Jun,14,01:00:43,secops-01,sshd,27685,Failed password for invalid user guest from 192.0.2.160 port 24741 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['guest', '192.0.2.160', '24741']"
1056,Jun,14,01:00:44,secops-01,sshd,16347,Connection closed by authenticating user postgres 198.51.100.72 port 4501 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['postgres', '198.51.100.72', '4501']"
1057,Jun,14,01:00:51,secops-01,sudo,37772,pam_unix(sudo:session): session closed for user deploy,U02,pam_unix(sudo:session): session closed for user <*>,['deploy']
1058,Jun,14,01:00:55,secops-01,sshd,21933,Failed password for postgres from 192.0.2.15 port 43285 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['postgres', '192.0.2.15', '43285']"
1059,Jun,14,01:00:55,secops-01,sshd,24848,Failed password for invalid user oracle from 203.0.113.208 port 59356 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['oracle', '203.0.113.208', '59356']"
1060,Jun,14,01:01:02,secops-01,sshd,10952,Failed password for root from 192.0.2.47 port 11381 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['root', '192.0.2.47', '11381']"
1061,Jun,14,01:01:07,secops-01,sshd,24575,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.62,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.62']
1062,Jun,14,01:01:12,secops-01,sshd,13608,Disconnected from authenticating user www-data 198.51.100.85 port 16101 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['www-data', '198.51.100.85', '16101']"
1063,Jun,14,01:01:15,secops-01,sshd,22305,Failed password for invalid user ec2-user from 198.51.100.224 port 14128 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['ec2-user', '198.51.100.224', '14128']"
1064,Jun,14,01:01:18,secops-01,sshd,14749,Failed password for nagios from 203.0.113.229 port 29588 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['nagios', '203.0.113.229', '29588']"
1065,Jun,14,01:01:23,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.97 DST=10.0.2.119 PROTO=UDP SPT=48198 DPT=53,F02,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=UDP SPT=<*> DPT=<*>,"['ens3', '203.0.113.97', '10.0.2.119', '48198', '53']"
1066,Jun,14,01:01:25,secops-01,audit,2149,USER_AUTH pid=1828 uid=1000 auid=1000 user=root exe=/usr/sbin/sshd res=success,A01,USER_AUTH pid=<*> uid=<*> auid=<*> user=<*> exe=/usr/sbin/sshd res=<*>,"['1828', '1000', '1000', 'root', 'success']"
1067,Jun,14,01:01:28,secops-01,sshd,21258,Failed password for test from 203.0.113.45 port 50853 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '203.0.113.45', '50853']"
1068,Jun,14,01:01:31,secops-01,kernel,,[UFW BLOCK] IN=eth0 OUT= SRC=198.51.100.165 DST=10.0.9.233 PROTO=TCP SPT=12160 DPT=8443,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['eth0', '198.51.100.165', '10.0.9.233', '12160', '8443']"
1069,Jun,14,01:01:38,secops-01,sshd,29384,Failed password for support from 203.0.113.222 port 15208 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['support', '203.0.113.222', '15208']"
1070,Jun,14,01:01:41,secops-01,sudo,34041,oracle : command not allowed with sudo ; TTY=pts/0 ; PWD=/tmp ; COMMAND=/usr/bin/docker ps,U05,<*> : command not allowed with sudo ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['oracle', 'pts/0', '/tmp', '/usr/bin/docker ps']"
1071,Jun,14,01:01:41,secops-01,sshd,14881,Accepted publickey for nagios from 203.0.113.239 port 39806 ssh2,S04,Accepted publickey for <*> from <*> port <*> ssh2,"['nagios', '203.0.113.239', '39806']"
1072,Jun,14,01:01:41,secops-01,sshd,26522,Disconnected from authenticating user root 203.0.113.122 port 49093 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['root', '203.0.113.122', '49093']"
1073,Jun,14,01:01:48,secops-01,sshd,13211,Disconnected from authenticating user git 203.0.113.206 port 46679 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['git', '203.0.113.206', '46679']"
1074,Jun,14,01:01:51,secops-01,sshd,23324,Connection closed by authenticating user admin 203.0.113.5 port 46450 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['admin', '203.0.113.5', '46450']"
1075,Jun,14,01:01:55,secops-01,sshd,25721,Failed password for oracle from 203.0.113.25 port 2067 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['oracle', '203.0.113.25', '2067']"
1076,Jun,14,01:02:02,secops-01,sshd,10799,Failed password for test from 192.0.2.193 port 39274 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['test', '192.0.2.193', '39274']"
1077,Jun,14,01:02:09,secops-01,sshd,22137,Connection closed by authenticating user ubuntu 192.0.2.105 port 13144 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['ubuntu', '192.0.2.105', '13144']"
1078,Jun,14,01:02:14,secops-01,sshd,22611,Connection reset by 203.0.113.162 port 5657 [preauth],S14,Connection reset by <*> port <*> [preauth],"['203.0.113.162', '5657']"
1079,Jun,14,01:02:17,secops-01,sshd,18840,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=203.0.113.194,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['203.0.113.194']
1080,Jun,14,01:02:17,secops-01,sudo,35500,pam_unix(sudo:session): session closed for user root,U02,pam_unix(sudo:session): session closed for user <*>,['root']
1081,Jun,14,01:02:18,secops-01,sshd,11689,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.0.2.95,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['192.0.2.95']
1082,Jun,14,01:02:19,secops-01,sshd,15743,Invalid user test from 198.51.100.95 port 25038,S05,Invalid user <*> from <*> port <*>,"['test', '198.51.100.95', '25038']"
1083,Jun,14,01:02:22,secops-01,sshd,20974,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.37,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.37']
1084,Jun,14,01:02:25,secops-01,sshd,29009,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=198.51.100.190,S08,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=<*>,['198.51.100.190']
1085,Jun,14,01:02:31,secops-01,sudo,34380,pam_unix(sudo:session): session opened for user root by deploy(uid=1000),U01,pam_unix(sudo:session): session opened for user <*> by <*>(uid=<*>),"['root', 'deploy', '1000']"
1086,Jun,14,01:02:32,secops-01,sshd,26431,Failed password for invalid user admin from 203.0.113.117 port 32889 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['admin', '203.0.113.117', '32889']"
1087,Jun,14,01:02:39,secops-01,sshd,19576,Connection closed by authenticating user guest 198.51.100.138 port 59970 [preauth],S07,Connection closed by authenticating user <*> <*> port <*> [preauth],"['guest', '198.51.100.138', '59970']"
1088,Jun,14,01:02:42,secops-01,sshd,12150,Received disconnect from 198.51.100.244 port 46455:11: disconnected by user [preauth],S10,Received disconnect from <*> port <*>:11: disconnected by user [preauth],"['198.51.100.244', '46455']"
1089,Jun,14,01:02:43,secops-01,kernel,,[UFW BLOCK] IN=ens3 OUT= SRC=203.0.113.102 DST=10.0.2.75 PROTO=TCP SPT=63824 DPT=80,F01,[UFW BLOCK] IN=<*> OUT= SRC=<*> DST=<*> PROTO=TCP SPT=<*> DPT=<*>,"['ens3', '203.0.113.102', '10.0.2.75', '63824', '80']"
1090,Jun,14,01:02:43,secops-01,sshd,16693,Failed password for admin from 198.51.100.129 port 10887 ssh2,S01,Failed password for <*> from <*> port <*> ssh2,"['admin', '198.51.100.129', '10887']"
1091,Jun,14,01:02:49,secops-01,sshd,21360,Failed password for invalid user postgres from 203.0.113.35 port 32081 ssh2,S02,Failed password for invalid user <*> from <*> port <*> ssh2,"['postgres', '203.0.113.35', '32081']"
1092,Jun,14,01:02:52,secops-01,sshd,10722,Disconnected from authenticating user postgres 203.0.113.50 port 5149 [preauth],S06,Disconnected from authenticating user <*> <*> port <*> [preauth],"['postgres', '203.0.113.50', '5149']"
1093,Jun,14,01:02:57,secops-01,sudo,39481,guest : command not allowed with sudo ; TTY=tty1 ; PWD=/var/www ; COMMAND=/sbin/iptables -L,U05,<*> : command not allowed with sudo ; TTY=<*> ; PWD=<*> ; COMMAND=<*>,"['guest', 'tty1', '/var/www', '/sbin/iptables -L']"
